tp_record_share,id_polizza_exp,id_pol_invio,compagnia_ania,compagnia_exp,agenzia,numero_polizza_cmp,progressivo,compagnia_ania_coassicuratrice,agenzia_coassicuratrice,quota_delegata,numero_polizza_coassicuratrice,aliquota_netto_acquisto,aliquota_netto_incasso,filename,data_elaborazione_file,mandato
25,2012102475169,2012102475169,035,4,210,2012102475169,0,019,6,2000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,0210070006005,0210070006005,035,4,210,0210070006005,0,102,120,2500,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,2009032056140,2009032056140,035,4,210,2009032056140,0,102,120,2500,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,0210070005788,0210070005788,035,4,210,0210070005788,0,023,105,2500,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,2010102316743,2010102316743,035,4,210,2010102316743,0,003,30,2000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,0210100080711,0210100080711,035,4,210,0210100080711,0,034,228,2000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,2008052015210,2008052015210,035,4,210,2008052015210,0,003,14,2500,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,0210080001249,0210080001249,035,4,210,0210080001249,0,005,162,3000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,2015032232566,2015032232566,035,4,210,2015032232566,0,034,7,4000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,2014502292182,2014502292182,035,4,210,2014502292182,0,034,50,2000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,2010032073342,2010032073342,035,4,210,2010032073342,0,034,20,1500,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,2010102241040,2010102241040,035,4,210,2010102241040,0,008,200,1500,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,2013502272063,2013502272063,035,4,210,2013502272063,0,864,69,2000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,2013502282223,2013502282223,035,4,210,2013502282223,0,034,50,2000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,2010102241040,2010102241040,035,4,210,2010102241040,0,208,6,2500,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,0210030017420,0210030017420,035,4,210,0210030017420,0,034,154,2500,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,2010102241039,2010102241039,035,4,210,2010102241039,0,008,200,1500,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,0210100079914,0210100079914,035,4,210,0210100079914,0,005,87,3000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,0210100088014,0210100088014,035,4,210,0210100088014,0,102,120,1500,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,2010052174187,2010052174187,035,4,210,2010052174187,0,102,4,3000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,2013502272063,2013502272063,035,4,210,2013502272063,0,455,58,2000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,0210030020385,0210030020385,035,4,210,0210030020385,0,034,29,3500,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,2014102786789,2014102786789,035,4,210,2014102786789,0,X08,998,2000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,0210030019038,0210030019038,035,4,210,0210030019038,0,034,175,4500,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,0210050019356,0210050019356,035,4,210,0210050019356,0,057,9,3500,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,2013502248692,2013502248692,035,4,210,2013502248692,0,328,16,4000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,0210070006005,0210070006005,035,4,210,0210070006005,0,004,49,2500,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,0210030019038,0210030019038,035,4,210,0210030019038,0,102,118,1000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,2015102867472,2015102867472,035,4,210,2015102867472,0,019,8,5000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,0210030017418,0210030017418,035,4,210,0210030017418,0,034,154,5000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,0210100085434,0210100085434,035,4,210,0210100085434,0,023,105,1500,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,0210030016544,0210030016544,035,4,210,0210030016544,0,035,153,5000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,0210050019356,0210050019356,035,4,210,0210050019356,0,102,4,1500,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,0210050009015,0210050009015,035,4,210,0210050009015,0,035,901,5000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,2012102478610,2012102478610,035,4,210,2012102478610,0,853,245,4000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,2014032207348,2014032207348,035,4,210,2014032207348,0,295,997,5000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,0210100079913,0210100079913,035,4,210,0210100079913,0,005,87,3000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,0210030015720,0210030015720,035,4,210,0210030015720,0,005,201,5000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,0210050015168,0210050015168,035,4,210,0210050015168,0,005,49,5000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,0210050021294,0210050021294,035,4,210,0210050021294,0,023,105,4000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,2010102314115,2010102314115,035,4,210,2010102314115,0,208,6,2000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,0210100083632,0210100083632,035,4,210,0210100083632,0,019,6,3000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,2011102455327,2011102455327,035,4,210,2011102455327,0,014,161,4000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,0210050014524,0210050014524,035,4,210,0210050014524,0,023,97,3000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,2008032019888,2008032019888,035,4,210,2008032019888,0,102,4,1000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,2012102478637,2012102478637,035,4,210,2012102478637,0,853,245,4000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,2013502282223,2013502282223,035,4,210,2013502282223,0,019,67,1500,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,0210100083631,0210100083631,035,4,210,0210100083631,0,019,6,3000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,0210030019464,0210030019464,035,4,210,0210030019464,0,082,228,3000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,2010052232493,2010052232493,035,4,210,2010052232493,0,022,143,5000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,0210100080711,0210100080711,035,4,210,0210100080711,0,102,120,1000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,2008032019888,2008032019888,035,4,210,2008032019888,0,018,91,4500,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,0210030016087,0210030016087,035,4,210,0210030016087,0,023,108,2000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,0210050019592,0210050019592,035,4,210,0210050019592,0,036,220,5000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,0210100080711,0210100080711,035,4,210,0210100080711,0,023,105,2000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,2012102478644,2012102478644,035,4,210,2012102478644,0,853,245,4000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,2014502292182,2014502292182,035,4,210,2014502292182,0,019,67,1500,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,0210030017583,0210030017583,035,4,210,0210030017583,0,034,12,5000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,0210050021294,0210050021294,035,4,210,0210050021294,0,102,120,1000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,2010102241039,2010102241039,035,4,210,2010102241039,0,208,6,2500,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,2013102670501,2013102670501,035,4,210,2013102670501,0,853,245,4000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,2010062020508,2010062020508,035,4,210,2010062020508,0,034,104,5000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,2013502272063,2013502272063,035,4,210,2013502272063,0,816,801,2000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,0210100087354,0210100087354,035,4,210,0210100087354,0,005,89,3000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,0210100085434,0210100085434,035,4,210,0210100085434,0,102,120,1500,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,2012102475201,2012102475201,035,4,210,2012102475201,0,019,6,2000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,0210050008520,0210050008520,035,4,210,0210050008520,0,034,177,2500,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,2014502296630,2014502296630,035,4,210,2014502296630,0,816,801,4000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,0210100079914,0210100079914,035,4,210,0210100079914,0,005,65,1000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,0210050012513,0210050012513,035,4,210,0210050012513,0,034,228,3000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,0210050008521,0210050008521,035,4,210,0210050008521,0,034,177,2500,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,0210100088014,0210100088014,035,4,210,0210100088014,0,023,105,1500,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,0210100089371,0210100089371,035,4,210,0210100089371,0,020,87,3000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,0210100079913,0210100079913,035,4,210,0210100079913,0,005,65,1000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,2010102316743,2010102316743,035,4,210,2010102316743,0,102,120,2000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,2013032175183,2013032175183,035,4,210,2013032175183,0,034,152,5000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,2010052174140,2010052174140,035,4,210,2010052174140,0,102,4,4000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,2011032121783,2011032121783,035,4,210,2011032121783,0,038,237,5000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,2013502270554,2013502270554,035,4,210,2013502270554,0,864,69,4000,0,0,0,25_C_4_210_20240318125508_0_P.csv,2024-03-18,1
25,2016032242870,2016032242870,035,4,180,2016032242870,0,035,472,5000,0,0,0,25_C_4_180_20240301115032_0_P.csv,2024-02-01,1
25,2023502681320,2023502681320,035,4,251,2023502681320,0,022,105,1000,0,0,0,25_C_4_251_20240301151525_0_P.csv,2024-02-02,1
25,2023502658046,2023502658046,035,4,100,2023502658046,0,003,3,2300,0,0,0,25_C_4_100_20240301111136_0_P.csv,2024-02-01,1
25,0250500003897,0250500003897,035,4,250,0250500003897,0,023,25,3000,0,0,0,25_C_4_250_20240301151224_0_P.csv,2024-02-02,1
25,2017072047252,2017072047252,035,4,470,2017072047252,0,005,650,3500,0,0,0,25_C_4_470_20240306133139_0_P.csv,2024-02-04,1
25,0253050066592,0253050066592,035,4,253,0253050066592,0,008,246,1000,0,0,0,25_C_4_253_20240301150036_0_P.csv,2024-02-02,1
25,2015102817218,2015102817218,035,4,253,2015102817218,0,899,632,4000,0,1750,1750,25_C_4_253_20240301150036_0_P.csv,2024-02-02,1
25,2019502514038,2019502514038,035,4,180,2019502514038,0,023,2301,2500,0,0,0,25_C_4_180_20240301115032_0_P.csv,2024-02-01,1
25,2010502127898,2010502127898,035,4,699,2010502127898,0,005,4,1000,0,0,0,25_C_4_699_20240314142137_0_P.csv,2024-02-05,1
25,0800500009983,0800500009983,035,4,800,0800500009983,0,004,221,1000,0,0,0,25_C_4_800_20240314154059_0_P.csv,2024-02-06,1
25,2020062076444,2020062076444,035,4,251,2020062076444,0,023,492,4000,0,0,0,25_C_4_251_20240301151525_0_P.csv,2024-02-02,1
25,2019502522407,2019502522407,035,4,100,2019502522407,0,034,3,3000,0,0,0,25_C_4_100_20240301111136_0_P.csv,2024-02-01,1
25,2014502319755,2014502319755,035,4,699,2014502319755,0,005,5,2000,0,0,0,25_C_4_699_20240314142137_0_P.csv,2024-02-05,1
25,0764100027548,0764100027548,035,4,764,0764100027548,0,034,232,2000,0,0,0,25_C_4_764_20240314153750_0_P.csv,2024-02-06,1
25,2014102733854,2014102733854,035,4,385,2014102733854,0,034,27,8000,0,0,0,25_C_4_385_20240306130345_0_P.csv,2024-02-03,1
25,2010102311446,2010102311446,035,4,412,2010102311446,0,036,11,1500,0,0,600,25_C_4_412_20240306131754_0_P.csv,2024-02-03,1
25,2017062058920,2017062058920,035,4,180,2017062058920,0,014,1369,4000,0,0,0,25_C_4_180_20240301115032_0_P.csv,2024-02-01,1
25,2018052758257,2018052758257,035,4,253,2018052758257,0,014,643,4000,0,1900,1900,25_C_4_253_20240301150036_0_P.csv,2024-02-02,1
25,2019502501475,2019502501475,035,4,100,2019502501475,0,034,36,3000,0,0,0,25_C_4_100_20240301111136_0_P.csv,2024-02-01,1
25,2020052946745,2020052946745,035,4,299,2020052946745,0,E45,347,2000,0,0,0,25_C_4_299_20240306125600_0_P.csv,2024-02-02,1
25,2019103197253,2019103197253,035,4,843,2019103197253,0,102,2,3000,0,0,0,25_C_4_843_20240314150855_0_P.csv,2024-02-06,1
25,2019502529502,2019502529502,035,4,499,2019502529502,0,455,31,2000,0,0,0,25_C_4_499_20240306133731_0_P.csv,2024-02-04,1
25,2016502407705,2016502407705,035,4,251,2016502407705,0,864,949,5000,0,1000,1000,25_C_4_251_20240301151525_0_P.csv,2024-02-02,1
25,0299100017611,0299100017611,035,4,299,0299100017611,0,082,10,3000,0,0,0,25_C_4_299_20240306125600_0_P.csv,2024-02-02,1
25,2019802322562,2019802322562,035,4,408,2019802322562,0,034,408,4000,0,0,0,25_C_4_408_20240306131601_0_P.csv,2024-02-03,1
25,2017032283602,2017032283602,035,4,881,2017032283602,0,013,619,4000,0,0,0,25_C_4_881_20240314153950_0_P.csv,2024-02-06,1
25,2021103341205,2021103341205,035,4,257,2021103341205,0,038,270,2500,0,1500,1500,25_C_4_257_20240301150945_0_P.csv,2024-02-02,1
25,0260070007971,0260070007971,035,4,260,0260070007971,0,018,184,2500,0,0,0,25_C_4_260_20240301151751_0_P.csv,2024-02-02,1
25,2019502508083,2019502508083,035,4,100,2019502508083,0,455,69,5000,0,0,0,25_C_4_100_20240301111136_0_P.csv,2024-02-01,1
25,2021502623957,2021502623957,035,4,499,2021502623957,0,005,74,1500,0,0,0,25_C_4_499_20240306133731_0_P.csv,2024-02-04,1
25,0253100106331,0253100106331,035,4,253,0253100106331,0,019,582,5000,0,1500,1500,25_C_4_253_20240301150036_0_P.csv,2024-02-02,1
25,0100070026016,0100070026016,035,4,100,0100070026016,0,853,303,2000,0,0,0,25_C_4_100_20240301111136_0_P.csv,2024-02-01,1
25,2019010282891,2019010282891,035,4,898,2019010282891,0,035,898 ,5000,0,0,0,25_C_4_898_20240314155309_0_P.csv,2024-02-06,1
25,2021502612561,2021502612561,035,4,180,2021502612561,0,036,433,2500,0,0,0,25_C_4_180_20240301115032_0_P.csv,2024-02-01,1
25,2023502672116,2023502672116,035,4,251,2023502672116,0,864,42,5000,0,0,0,25_C_4_251_20240301151525_0_P.csv,2024-02-02,1
25,2012502226607,2012502226607,035,4,499,2012502226607,0,038,2500,2800,0,0,0,25_C_4_499_20240306133731_0_P.csv,2024-02-04,1
25,2022502642986,2022502642986,035,4,251,2022502642986,0,328,90,500,0,0,0,25_C_4_251_20240301151525_0_P.csv,2024-02-02,1
25,2019502540787,2019502540787,035,4,100,2019502540787,0,034,36,3000,0,0,0,25_C_4_100_20240301111136_0_P.csv,2024-02-01,1
25,2022502639590,2022502639590,035,4,251,2022502639590,0,328,90,500,0,0,0,25_C_4_251_20240301151525_0_P.csv,2024-02-02,1
25,2024072095948,2024072095948,035,4,100,2024072095948,0,005,255,5000,0,0,0,25_C_4_100_20240301111136_0_P.csv,2024-02-01,1
25,2022062111240,2022062111240,035,4,100,2022062111240,0,034,1,3000,0,0,0,25_C_4_100_20240301111136_0_P.csv,2024-02-01,1
